"サブプロット","階層","種名","DK1999","被度2006","被度2012","被度2018","X","memo","X.1","DK2006","id_note"
"14","B2","ヒメウスノキ",0,0.5,0.5,0,"","","","0.5","406"
"14","B2","ベニバナイチゴ",0,0.5,0,0,"","","","0.5","407"
"14","B2","ミネカエデ",4,6,5,1.1,"","","","4","408"
"14","C","イヌワラビ",0,0.5,0,0,"","","","0.5","409"
"14","C","イワナシ",0,0.5,0.1,0,"","","","0.5","410"
"14","C","エンレイソウ",0,0.5,0,0,"","","","0.5","412"
"14","C","オオバショリマ",0,0.5,0.5,0.5,"","","","0.5","413"
"14","C","オオバノヨツバムグラ",0,1,0,0,"","","","1","411"
"14","C","オオバユキザサ",0,0.5,0.1,0,"","","","0.5","414"
"14","C","コイワカガミ",0,0.5,0.5,0,"","","","0.5","415"
"14","C","ゴゼンタチバナ",4,0,0.5,0.1,"","","","0","434"
"14","C","コミヤマカタバミ",0,5,0.5,0.2,"","","","4","416"
"14","C","サンカヨウ",0,0.5,0.1,0,"","","","0.5","417"
"14","C","シノブカグマ",2,0,1,0,"","","","0","418"
"14","C","ショウジョウバカマ",1,1,0.5,0.2,"","","","1","419"
"14","C","シラネワラビ",0,0.5,0.5,0.1,"","","","0.5","420"
"14","C","タニギキョウ",0,1,0,0,"","","","1","421"
"14","C","チゴユリ",0.5,0,0,0,"","","","0","435"
"14","C","ツクバネソウ",0,1,0.1,0,"","","","1","422"
"14","C","ツマトリソウ",0,0.5,0.1,0,"","","","0.5","423"
"14","C","ツルリンドウ",3,0,0.1,0,"","","","0","424"
"14","C","ヒメゴヨウイチゴ",0,1,0.5,0.1,"","","","1","425"
"14","C","ヒメタケシマラン",0,1,0.1,0.1,"","","","1","426"
"14","C","ミズバショウ",2,2,3,2,"","","","2","427"
"14","C","ミツバオウレン",0.5,0.5,0.1,0.2,"","","","0.5","428"
"14","C","ミヤマアキノキリンソウ",0,0,0,0.1,"","","","","437"
"14","C","ミヤマカンスゲ",6,30,20,7,"","","","6","429"
"14","C","ミヤマメシダ",0,2,1,0,"","","","2","430"
"14","C","ミヤマワラビ",0,0.5,0,0,"","","","0.5","431"
"14","C","モミジカラマツ",0,1,0,0,"","","","1","432"
"14","C","ヤマソテツ",0,4,3,1.4,"","","","3","433"
"14","S","チシマザサ",9,95,95,83,"","","","9","436"
"15","B2","オオカメノキ",0.5,0.5,0.1,0.1,"","","","0.5","438"
"15","B2","オオシラビソ",3,0,2,1.1,"","","","0","439"
"15","B2","オオバスノキ",0,6,3,0.2,"","","","4","440"
"15","B2","オガラバナ",0,0,0.5,0,"","","","","446"
"15","B2","クロウスゴ",1,0.5,0.1,0.3,"","","","0.5","441"
"15","B2","クロツリバナ",0,1,0,0,"","","","1","442"
"15","B2","ナナカマド",0.5,0.5,0.5,0.5,"","","","0.5","443"
"15","B2","ヒメウスノキ",0,0.5,0.1,0.4,"","","","0.5","444"
"15","B2","ミネカエデ",5,10,8,6,"","","","5","445"
"15","B2","ムラサキヤシオツツジ",0,0,0.1,0,"","","","","447"
"15","C","イワナシ",0.5,0,0.1,0,"","","","0","448"
"15","C","エンレイソウ",0,0.5,0.1,0.3,"","","","0.5","449"
"15","C","オオバショリマ",0,0.5,0.5,0.3,"","","","0.5","450"
"15","C","コイワカガミ",0,1,0.1,0.1,"","","","1","451"
"15","C","ゴゼンタチバナ",0,2,0.1,0.2,"","","","2","452"
"15","C","ゴゼンタチバナ",4,0,0.1,0.2,"","","","0","467"
"15","C","サンカヨウ",0,0,0.1,0,"","","","","470"
"15","C","シノブカグマ",3,1,2,0.2,"","","","1","453"
"15","C","ショウジョウバカマ",2,1,0.1,0.3,"","","","1","454"
"15","C","シラネワラビ",1,3,2,6.3,"","","","3","455"
"15","C","タニギキョウ",0.5,0,0,0,"","","","0","456"
"15","C","チゴユリ",2,0,0,0,"","","","0","468"
"15","C","ツクバネソウ",0,0.5,0.1,0.1,"","","","0.5","457"
"15","C","ツマトリソウ",0.5,0.5,0.1,0.1,"","","","0.5","458"
"15","C","ツルリンドウ",0.5,1,0.1,0.1,"","","","1","459"
"15","C","ヒメゴヨウイチゴ",0,0.5,0.5,0.2,"","","","0.5","460"
"15","C","ヒメタケシマラン",0,2,0.1,0.3,"","","","2","461"
"15","C","ヒロハユキザサ",0,0.5,0.1,0,"","","","0.5","462"
"15","C","マイヅルソウ",1,1,0.1,0.1,"","","","1","463"
"15","C","ミズバショウ",3,3,1,2,"","","","3","464"
"15","C","ミヤマカンスゲ",6,18,15,11,"","","","5","465"
"15","C","ヤマソテツ",0,4,2,2,"","","","3","466"
"15","C","ヤマソテツ",4,0,0.5,3,"","","","0","469"
"15","S","チシマザサ",9,95,90,75,"","","","9","471"
"16","B2","オオシラビソ",2,5,2,0.5,"","","","4","472"
"16","B2","オオバスノキ",0,1,1,1.2,"","","","1","473"
"16","B2","オガラバナ",0,0,2,1,"","","","","480"
"16","B2","クロウスゴ",1,0,0.5,0,"","","","0","474"
"16","B2","クロツリバナ",2,0,1,1,"","","","0","475"
"16","B2","ダケカンバ",6,20,2,0,"","","","6","476"
"16","B2","ナナカマド",0,0,0,0.1,"","","","","519"
"16","B2","ハリブキ",0,0.5,0.1,0.5,"","","","0.5","477"
"16","B2","ミネカエデ",4,8,5,1,"","","","4","478"
"16","B2","ミヤマハンノキ",3,0.5,1,1,"","","","0.5","479"
"16","C","イヌワラビ",0,1,0,0.3,"","","","1","481"
"16","C","エンレイソウ",0,0.5,0.5,0.7,"","","","0.5","483"
"16","C","オオバタケシマラン",1,0,0,0.2,"","","","0","484"
"16","C","オオバノヨツバムグラ",0,1,0.1,0,"","","","1","482"
"16","C","オオバノヨツバムグラ",0,0,0,0.3,"","","","","521"
"16","C","オオバユキザサ",0,0,0,0.5,"","","","","524"
"16","C","カニコウモリ",0,0,0.1,0.3,"","","","","516"
"16","C","キヌガサソウ",0,0.5,0.5,0.1,"","","","0.5","485"
"16","C","コガネギク",0,0.5,0,0,"","","","0.5","486"
"16","C","ゴゼンタチバナ",0,0.5,0.1,0,"","","","0.5","487"
"16","C","コバイケイソウ",0,0.5,0.5,0.1,"","","","0.5","488"
"16","C","ゴマナ",0,0.5,1,0.6,"","","","0.5","489"
"16","C","コミヤマカタバミ",0,5,5,7.3,"","","","4","490"
"16","C","サカゲイノデ",0,0,0,1,"","","","","522"
"16","C","サンカヨウ",0,0.5,0.5,0.3,"","","","0.5","491"
"16","C","シノブカグマ",0,0.5,1,0,"","","","0.5","492"
"16","C","ショウジョウバカマ",0,0.5,0.1,0,"","","","0.5","493"
"16","C","シラネセンキュウ",0,0,1,0.2,"","","","","511"
"16","C","シラネワラビ",0,2,1,3,"","","","2","494"
"16","C","タケシマラン",0,0,0.5,0.1,"","","","","513"
"16","C","タテヤマアザミ",0,0.5,0,0,"","","","0.5","495"
"16","C","チゴユリ",0.5,0,0,0,"","","","0","507"
"16","C","ツクバネソウ",0,0,0.1,0.2,"","","","","515"
"16","C","ツルリンドウ",0.5,0.5,0.1,0.1,"","","","0.5","496"
"16","C","ヒメゴヨウイチゴ",0,0,0.5,0.6,"","","","","514"
"16","C","ヒメタケシマラン",0,0.5,0,0.2,"","","","0.5","497"
"16","C","ヒロハユキザサ",0,0.5,1,0.3,"","","","0.5","498"
"16","C","マイヅルソウ",0.5,0.5,0.1,0.6,"","","","0.5","499"
"16","C","ミズバショウ",4,4,5,0.2,"","","","3","500"
"16","C","ミツバオウレン",0,0.5,0.1,0,"","","","0.5","501"
"16","C","ミヤマアキノキリンソウ",1,0,0,0,"","","","0","508"
"16","C","ミヤマカンスゲ",5,15,15,10,"","","","5","502"
"16","C","ミヤマシシウド",0,0,0.5,0.1,"","","","","510"
"16","C","ミヤマシシウド",0,0,0,0.1,"","","","","520"
"16","C","ミヤマシシウド",0,0,0,0.1,"","","","","523"
"16","C","ミヤマベニシダ",0,0,0.5,0,"","","","","512"
"16","C","ミヤマメシダ",0,1,0.5,0,"","","","1","503"
"16","C","メシダ",0.5,0,0,0,"","","","0","509"
"16","C","モミジカラマツ",0,0.5,1,0,"","","","0.5","504"
"16","C","ヤマソテツ",0,0.5,2,1,"","","","0.5","505"
"16","C","ヤマドリゼンマイ",1,1,2,1,"","","","1","506"
"16","C","ヤマブキショウマ",0,0,1,0,"","","","","517"
"16","S","チシマザサ",9,95,95,80,"","","","9","518"
"17","B2","オオシラビソ",4,6,5,1.3,"","","","4","525"
"17","B2","オオバスノキ",0,2,2,0,"","","","2","526"
"17","B2","オガラバナ",5,25,10,5,"","","","6","527"
"17","B2","オノエヤナギ",0,3,0,1,"","","","3","528"
"17","B2","クロツリバナ",3,5,1,2.2,"","","","4","529"
"17","B2","ダケカンバ",0,0,0,1.1,"","","","","560"
"17","B2","ナナカマド",6,15,2,0,"","","","5","530"
"17","B2","ハリブキ",1,1,1,1,"","","","1","531"
"17","B2","ミネカエデ",0,5,5,0,"","","","4","532"
"17","B2","ミヤマハンノキ",4,5,5,1,"","","","4","533"
"17","C","イヌワラビ",0,0.5,0,1.2,"","","","0.5","548"
"17","C","エンレイソウ",0.5,0,0.1,0.6,"","","","0","534"
"17","C","エンレイソウ",0,0.5,0,0,"","","","0.5","550"
"17","C","オオバノヨツバムグラ",1,0,0.1,0.2,"","","","0","545"
"17","C","オオバノヨツバムグラ",0,1,0,0,"","","","1","549"
"17","C","カニコウモリ",0.5,1,0.1,0,"","","","1","535"
"17","C","キヌガサソウ",0.5,0.5,0.5,0,"","","","0.5","536"
"17","C","コガネギク",0,0.5,0,0,"","","","0.5","551"
"17","C","コバイケイソウ",0.5,0.5,0,0.1,"","","","0.5","537"
"17","C","コミヤマカタバミ",4,5,0.1,3.1,"","","","4","538"
"17","C","サンカヨウ",0.5,0.5,0.5,0.1,"","","","0.5","539"
"17","C","シノブカグマ",0,0.5,0.5,0.1,"","","","0.5","552"
"17","C","ショウジョウバカマ",0,0,0,0.1,"","","","","564"
"17","C","シラネワラビ",4,3,3,3,"","","","3","540"
"17","C","タニギキョウ",0,0,0,0.3,"","","","","562"
"17","C","チゴユリ",3,0,0,0,"","","","0","546"
"17","C","ツクバネソウ",0.5,0.5,0.1,0.1,"","","","0.5","541"
"17","C","ツルリンドウ",1,0,0,0,"","","","0","542"
"17","C","ヒメゴヨウイチゴ",5,10,0.5,0.3,"","","","5","543"
"17","C","ヒメタケシマラン",0,2,0.5,0.1,"","","","2","553"
"17","C","ヒメノガリヤス",2,2,4.5,0,"","","","2","547"
"17","C","フキ",0,0.5,0,2,"","","","0.5","554"
"17","C","マイヅルソウ",0,0,0,0.1,"","","","","563"
"17","C","ミヤマカンスゲ",6,20,15,15,"","","","6","544"
"17","C","ミヤマシシウド",0,0,0,0.1,"","","","","559"
"17","C","ミヤマベニシダ",0,0,0,0.1,"","","","","561"
"17","C","ミヤマワラビ",0,0.5,0,0.1,"","","","0.5","555"
"17","C","ヤマソテツ",0,1,2,1,"","","","1","556"
"17","C","ヤマブキショウマ",0,0,0,1.6,"","","","","558"
"17","S","チシマザサ",9,95,90,90,"","","","9","557"
"18","B2","アクシバ",0,0,0.5,0,"","","","","577"
"18","B2","ウラジロヨウラク",0,0,0.5,0,"","","","","578"
"18","B2","オオカメノキ",0,1,0.5,0.5,"","","","1","565"
"18","B2","オオシラビソ",3,5,25,6,"","","","4","566"
"18","B2","オオバスノキ",0,3,1,0,"","","","3","567"
"18","B2","オガラバナ",4,8,6,3,"","","","4","568"
"18","B2","オノエヤナギ",0,6,0,0,"","","","4","569"
"18","B2","クロウスゴ",1,0.5,0.5,0.5,"","","","0.5","570"
"18","B2","クロツリバナ",2,0,4,3,"","","","0","571"
"18","B2","ダケカンバ",0,0,1,0,"","","","","579"
"18","B2","ナナカマド",1,0,1,3,"","","","0","572"
"18","B2","ハリブキ",0,0.5,0.5,0.5,"","","","0.5","573"
"18","B2","ヒメウスノキ",0,0.5,1,0.5,"","","","0.5","574"
"18","B2","ベニバナイチゴ",0,3,0,0,"","","","3","575"
"18","B2","ミネカエデ",4,4,5,5,"","","","3","576"
"18","B2","ムラサキヤシオツツジ",0,0,0,0.3,"","","","","615"
"18","C","イヌワラビ",0,0,0,0.1,"","","","","616"
"18","C","イワナシ",0,0,0.5,0.5,"","","","","608"
"18","C","エンレイソウ",0,0.5,0.5,0.1,"","","","0.5","581"
"18","C","オオバショリマ",0,2,0,0.7,"","","","2","582"
"18","C","オオバノヨツバムグラ",0,2,0.1,0.2,"","","","2","580"
"18","C","オオバノヨツバムグラ",1,0,0,0,"","","","0","599"
"18","C","コイワカガミ",0,0,0.1,0.5,"","","","","605"
"18","C","ゴゼンタチバナ",0,0.5,0.5,0.5,"","","","0.5","583"
"18","C","ゴゼンタチバナ",0.5,0,0,0.5,"","","","0","600"
"18","C","コミヤマカタバミ",2,4,3,1,"","","","3","584"
"18","C","サンカヨウ",0.5,0.5,0,0,"","","","0.5","585"
"18","C","シノブカグマ",0,0,0,0.1,"","","","","613"
"18","C","ショウジョウバカマ",0.5,0.5,0.1,0.3,"","","","0.5","586"
"18","C","シラネセンキュウ",0,0,0.1,0,"","","","","610"
"18","C","シラネワラビ",4,8,8,5,"","","","4","587"
"18","C","シラネワラビ",0,0,0,0.3,"","","","","617"
"18","C","タニギキョウ",0,1,0,0.7,"","","","1","588"
"18","C","チゴユリ",0.5,0,0,0,"","","","0","601"
"18","C","ツクバネソウ",1,0.5,0,0.2,"","","","0.5","589"
"18","C","ハクモウイノデ",2,0,0,0,"","","","0","602"
"18","C","ヒメゴヨウイチゴ",4,6,1,0,"","","","4","590"
"18","C","ヒメタケシマラン",0,0.5,0.1,0.2,"","","","0.5","591"
"18","C","ヒロハユキザサ",0,0,1,1,"","","","","609"
"18","C","マイヅルソウ",0,0,0.1,0.1,"","","","","606"
"18","C","ミズバショウ",1,1,1,3,"","","","1","592"
"18","C","ミヤマカンスゲ",5,12,10,15,"","","","5","593"
"18","C","ミヤマシシウド",0,0,0,0.1,"","","","","614"
"18","C","ミヤマベニシダ",0,0,0,0.3,"","","","","612"
"18","C","ミヤマメシダ",0,2,3,0,"","","","2","594"
"18","C","ミヤマワラビ",0,0,1,0,"","写真","","","607"
"18","C","メシダ",2,0,0,0,"","","","0","603"
"18","C","ヤグルマソウ",0,0.5,0,0.5,"","","","0.5","595"
"18","C","ヤマソテツ",0,4,4,2,"","","","3","596"
"18","C","ヤマソテツ",4,0,0,0,"","","","0","604"
"18","C","ヤマドリゼンマイ",0.5,0,2,2,"","","","0","597"
"18","C","ヤマブキショウマ",0,0.5,0,0.5,"","","","0.5","598"
"18","S","チシマザサ",9,0,80,80,"","","","0","611"
"19","B2","オオシラビソ",0,0.5,0,0,"","","","0.5","619"
"19","B2","オガラバナ",3,4,1,2,"","","","3","620"
"19","B2","クマイチゴ",0,0,0,0.5,"","","","","651"
"19","B2","クロウスゴ",0.5,0.5,0.5,0.5,"","","","0.5","621"
"19","B2","クロツリバナ",0,4,0,0,"","","","3","622"
"19","B2","ナナカマド",0,0,0,0.5,"","","","","649"
"19","B2","ハリブキ",0.5,0.5,0.1,0.5,"","","","0.5","623"
"19","B2","ミネカエデ",5,8,5,6,"","","","4","624"
"19","B2","ミヤマハンノキ",0,1,0,0,"","","","1","625"
"19","C","イヌワラビ",0,2,0.5,0,"","","","2","626"
"19","C","エンレイソウ",0.5,0.5,0.5,0.5,"","","","0.5","627"
"19","C","ゴゼンタチバナ",0,0.5,0,0,"","","","0.5","628"
"19","C","コミヤマカタバミ",3,8,3,2,"","","","4","629"
"19","C","サンカヨウ",0.5,0.5,0.5,0.5,"","","","0.5","630"
"19","C","シラネワラビ",3,4,3,6,"","","","3","631"
"19","C","タテヤマアザミ",0,0.5,0,0,"","","","0.5","632"
"19","C","チゴユリ",1,0,0,0,"","","","0","643"
"19","C","ツクバネソウ",0.5,0,0,0.1,"","","","0","633"
"19","C","ツマトリソウ",0,0,0,0.1,"","","","","650"
"19","C","ヒメゴヨウイチゴ",4,3,2,2,"","","","3","634"
"19","C","ヒメタケシマラン",0,0.5,0.5,0.5,"","","","0.5","635"
"19","C","マイヅルソウ",0,0,0.1,0.1,"","","","","645"
"19","C","ミズバショウ",3,2,0,3,"","","","2","636"
"19","C","ミツバオウレン",0.5,0.5,0,0,"","","","0.5","637"
"19","C","ミヤマアキノキリンソウ",0.5,0,0,0,"","","","0","644"
"19","C","ミヤマイタチシダ",0,0,0.5,1,"","","","","646"
"19","C","ミヤマカンスゲ",6,20,5,10,"","","","6","638"
"19","C","ミヤマメシダ",0,0.5,0,0.5,"","","","0.5","639"
"19","C","ミヤマワラビ",0,1,0.5,1,"","","","1","640"
"19","C","ヤマソテツ",4,3,0.5,2,"","","","3","641"
"19","C","ヤマドリゼンマイ",0.5,0.5,0.5,0.5,"","","","0.5","642"
"19","C","ヤマブキショウマ",0,0,0.5,0,"","","","","647"
"19","S","チシマザサ",9,100,90,90,"","","","10","648"
"20","B2","オオカメノキ",0,3,1,1,"中島さん","","","3","652"
"20","B2","オオシラビソ",4,5,3,3,"","","","4","653"
"20","B2","オオバスノキ",0,4,1,1,"","","","3","654"
"20","B2","オガラバナ",5,12,8,5,"","","","5","655"
"20","B2","クロウスゴ",4,5,0.5,0.5,"","","","4","656"
"20","B2","クロツリバナ",0,0,0,0.5,"","","","","696"
"20","B2","ダケカンバ",4,6,3,2,"","","","4","657"
"20","B2","ナナカマド",3,4,0.5,0.5,"","","","3","658"
"20","B2","ハリブキ",0.5,0.5,0.5,0.1,"","","","0.5","659"
"20","B2","ヒメウスノキ",0,0,0,0.2,"","","","","694"
"20","B2","ミネカエデ",0,3,3,3,"","","","3","660"
"20","B2","ミヤマハンノキ",0,15,5,2,"","","","5","661"
"20","C","イヌワラビ",0,0.5,0.1,0,"","","","0.5","662"
"20","C","イワカガミ",0,0,1,0,"","","","","684"
"20","C","エンレイソウ",0,0.5,0.1,0.1,"","","","0.5","663"
"20","C","オオバショリマ",0,0.5,0,0.1,"","","","0.5","664"
"20","C","オオバノヨツバムグラ",0,0,0.1,0,"","","","","686"
"20","C","カニコウモリ",0,0.5,0,0,"","","","0.5","665"
"20","C","コイワカガミ",1,0,0,0.2,"","","","0","666"
"20","C","コガネギク",0,1,0,0,"","","","1","667"
"20","C","ゴゼンタチバナ",0,0.5,0.5,0.5,"","","","0.5","668"
"20","C","ゴゼンタチバナ",0.5,0,0.5,0,"","","","0","679"
"20","C","コミヤマカタバミ",3,3,2,1,"","","","3","669"
"20","C","コメススキ",0,0,0,0.1,"","","","","697"
"20","C","シノブカグマ",0,0,0.5,0.3,"","","","","685"
"20","C","シノブカグマ",0,0,0,1,"","","","","692"
"20","C","シラネワラビ",0.5,3,2,3,"","","","3","670"
"20","C","タケシマラン",0,0,0,0.1,"","","","","689"
"20","C","タテヤマアザミ",0,0.5,0,0,"","","","0.5","671"
"20","C","チゴユリ",2,0,0.1,0.1,"","","","0","680"
"20","C","ツクバネソウ",1,1,0.1,0.2,"","","","1","672"
"20","C","ツマトリソウ",0,0,0,0.2,"","","","","693"
"20","C","ヒメゴヨウイチゴ",5,10,1,0.3,"","","","5","673"
"20","C","ヒロハユキザサ",0,0.5,0.5,0.2,"","","","0.5","674"
"20","C","マイヅルソウ",4,3,0,0.1,"","","","3","675"
"20","C","ミズバショウ",0,0,0,1,"","","","","695"
"20","C","ミヤマアキノキリンソウ",0.5,0,0.1,0,"","","","0","681"
"20","C","ミヤマカンスゲ",6,18,3,4,"","","","5","676"
"20","C","ミヤマセンキュウ",0,0,0,0.1,"","","","","690"
"20","C","ミヤマワラビ",1,0.5,0,0,"","","","0.5","677"
"20","C","モミジカラマツ",0,0,0,0.85,"","","","","691"
"20","C","ヤマソテツ",4,0,2,1,"","","","0","682"
"20","C","ヤマドリゼンマイ",0,0,0.5,0.2,"","","","","687"
"20","C","ヤマブキショウマ",0,0.5,0,0.1,"","","","0.5","678"
"20","C","ユキザサ",0.5,0,0.1,0.1,"","","","0","683"
"20","S","チシマザサ",9,100,90,85,"","","","10","688"
"21","B2","オオカメノキ",0,0.5,5.5,0.5,"","","","0.5","698"
"21","B2","オオシラビソ",0.5,1,2,2,"","","","1","699"
"21","B2","オガラバナ",0,0,1,0,"","","","","707"
"21","B2","オノエヤナギ",5,10,5,8,"","","","5","700"
"21","B2","クマイチゴ",0,0.5,0,0,"","","","0.5","701"
"21","B2","ダケカンバ",4,5,3,5,"","","","4","702"
"21","B2","ナナカマド",6,10,10,5,"","","","5","703"
"21","B2","バッコヤナギ",0,10,10,0,"","","","5","704"
"21","B2","バッコヤナギ",0,0,0,10,"3","","","","742"
"21","B2","ベニバナイチゴ",0,0,0,0.5,"10","","","","748"
"21","B2","ミネカエデ",0.5,2,1,1,"","","","2","705"
"21","B2","ミヤマハンノキ",5,2,3,1,"","","","2","706"
"21","C","アカショウマ",0,0,0,1,"5","","","","744"
"21","C","イ",0,0,0,0.1,"2","","","","741"
"21","C","イタドリ",0,0,0,2,"1","","","","740"
"21","C","イヌガンソク",0,0,0,0,"4","","","","743"
"21","C","エンレイソウ",0.5,0.5,0.5,0.58,"","","","0.5","708"
"21","C","オオイタドリ",5,0,2,8,"","","","0","709"
"21","C","オシダ",0,0,0.5,1,"","","","","735"
"21","C","クロトウヒレン",0,0,0,1,"9","","","","747"
"21","C","コガネギク",0,1,0,0,"","","","1","710"
"21","C","コゴメグサ",0.5,0,0,0,"","","","0","729"
"21","C","ゴマナ",0,15,5,5,"","","","5","711"
"21","C","サカゲイノデ",0,0,0.5,0,"","","","","738"
"21","C","サンカヨウ",0.5,0,0.5,0,"","","","0","712"
"21","C","ショウジョウバカマ",1,0,0,0,"","","","0","713"
"21","C","シラネニンジン",0,0,0,0.1,"14","","","","750"
"21","C","シラネワラビ",4,1,1,2,"","","","1","714"
"21","C","タテヤマアザミ",4,10,8,0,"","","","5","715"
"21","C","チゴユリ",2,0,0,0,"","","","0","730"
"21","C","ツクバネソウ",0.5,0,0,0,"","","","0","716"
"21","C","ツマトリソウ",0.5,0,0,0,"","","","0","717"
"21","C","ノコンギク",4,0,0,0,"","","","0","731"
"21","C","ヒゲノガリヤス",0,0,0.1,0,"","","","","734"
"21","C","ヒメゴヨウイチゴ",2,2,2,2,"","","","2","718"
"21","C","ヒメタケシマラン",0,2,0.5,0,"","","","2","719"
"21","C","フキ",0.5,5,4,8,"","","","4","720"
"21","C","マイヅルソウ",4,0.5,0.5,0,"","","","0.5","721"
"21","C","マルバダケブキ",0,0,0,1,"6","","","","745"
"21","C","ミズバショウ",0,0,1,1,"","","","","737"
"21","C","ミヤマアキノキリンソウ",0,0,0.1,0.1,"","","","","733"
"21","C","ミヤマカタバミ",0,0,0,0.5,"7","","","","746"
"21","C","ミヤマカンスゲ",5,15,5,0,"","","","5","722"
"21","C","ミヤマシシウド",1,8,6,8,"","","","4","723"
"21","C","ミヤマメシダ",0,0,5,1,"","","","","736"
"21","C","ミヤマメシダ",0,0,0,1,"11","","","","749"
"21","C","ミヤマワラビ",0.5,0.5,1,0,"","","","0.5","724"
"21","C","ヤグルマソウ",0,0.5,1,2,"","","","0.5","725"
"21","C","ヤマドリゼンマイ",0,0,0.5,1,"","","","","739"
"21","C","ヤマハハコ",0,0.5,0,0,"","","","0.5","726"
"21","C","ヤマブキショウマ",0,0.5,1,0,"","","","0.5","727"
"21","C","ユキザサ",0.5,0,0,0,"","","","0","732"
"21","C","ヨモギ",5,5,0.1,3,"","","","4","728"
"21","S","チシマザサ",9,80,70,50,"","","","9","751"
"22","B2","オオシラビソ",0,0,1,0,"","","","","762"
"22","B2","オガラバナ",4,3,1,1,"","","","3","752"
"22","B2","オノエヤナギ",3,0,1,0,"","","","0","753"
"22","B2","クマイチゴ",0,0.5,0,0,"","","","0.5","754"
"22","B2","ダケカンバ",4,0,0.5,1,"","","","0","755"
"22","B2","ナナカマド",4,4,3,2,"","","","3","756"
"22","B2","バッコヤナギ",2,0,0,0,"","","","0","757"
"22","B2","ベニバナイチゴ",0,0,2,3,"","","","","760"
"22","B2","ミネカエデ",0,0,1,0,"","","","","761"
"22","B2","ミヤマハンノキ",5,0,3,1,"","","","0","758"
"22","B2","ミヤマハンノキ",0,4,3,0,"","","","3","759"
"22","C","アカショウマ",0,0,0,2,"","","","","798"
"22","C","イタドリ",3,0,0,1,"","","","0","763"
"22","C","エンレイソウ",0.5,0.5,0.5,0.5,"","","","0.5","765"
"22","C","オオイタドリ",5,15,15,20,"","","","5","766"
"22","C","オオバコ",0,0,0.1,0,"","","","","793"
"22","C","オオバショリマ",0,1,0,0,"","","","1","767"
"22","C","オオバノヨツバムグラ",0,0.5,0,0,"","","","0.5","764"
"22","C","オオバノヨツバムグラ",0.5,0,0.1,0,"","","","0","784"
"22","C","オシダ",0,0,0.5,0,"","","","","792"
"22","C","オニシモツケ",0,5,3,4,"","","","4","768"
"22","C","コウゾリナ",0.5,0,0,0,"","","","0","769"
"22","C","コガネギク",0,2,0,0,"","","","2","770"
"22","C","ゴマナ",0,0,0,5,"","","","","796"
"22","C","コミヤマカタバミ",1,2,2,3,"","","","2","771"
"22","C","サカゲイノデ",0,0,0,0.5,"","","","","799"
"22","C","シモツケソウ",3,0,0,0,"","","","0","772"
"22","C","シラネワラビ",0,0,0,1,"","","","","797"
"22","C","タテヤマアザミ",0,4,6,0,"","","","3","773"
"22","C","タテヤマオウギ",3,0,0,0,"","","","0","785"
"22","C","チゴユリ",1,0,0,0,"","","","0","786"
"22","C","ノコンギク",4,0,0,0,"","","","0","787"
"22","C","ヒゲノガリヤス",1,0,0,0,"","","","0","774"
"22","C","ヒメゴヨウイチゴ",2,0,0,3,"","","","0","775"
"22","C","フキ",4,5,3,3,"","","","4","776"
"22","C","マイヅルソウ",0,0.5,0,0,"","","","0.5","777"
"22","C","ミヤマアキノキリンソウ",2,0,0.5,0,"","","","0","788"
"22","C","ミヤマカンスゲ",5,15,3,3,"","","","5","778"
"22","C","ミヤマシシウド",0,0,1,3,"","","","","791"
"22","C","ミヤマベニシダ",0,0,0.1,0.5,"","","","","794"
"22","C","ミヤマメシダ",0,2,2,3,"","","","2","779"
"22","C","ミヤマワラビ",1,1,1,0,"","","","1","780"
"22","C","メシダ",1,0,0,0,"","","","0","789"
"22","C","ヤマハハコ",0.5,0.5,0,0,"","","","0.5","781"
"22","C","ヤマブキショウマ",0.5,0.5,1,0,"","","","0.5","782"
"22","C","ユキザサ",0.5,0,0,0,"","","","0","790"
"22","C","ヨモギ",3,5,0,1,"オオヨモギ","","","4","783"
"22","S","チシマザサ",9,80,80,70,"","","","9","795"
"23","B2","オオカメノキ",2,0.5,0,0,"","","","0.5","800"
"23","B2","オオシラビソ",0,0,0.1,0,"","","","","839"
"23","B2","オガラバナ",3,0,3,1,"","","","0","801"
"23","B2","オノエヤナギ",3,0.5,0,0,"","","","0.5","802"
"23","B2","ダケカンバ",5,10,5,3,"","","","5","803"
"23","B2","バッコヤナギ",0.5,0,0,0,"","","","0","804"
"23","B2","ベニバナイチゴ",4,10,0,8,"","","","5","805"
"23","B2","ミネカエデ",0,0,0.5,1,"","","","","807"
"23","B2","ミヤマハンノキ",4,2,1,1,"","","","2","806"
"23","C","アカショウマ",0,0,0,1,"","","","","842"
"23","C","ウラジロタデ",0,0,0.1,0,"","","","","834"
"23","C","エンレイソウ",0.5,0.5,0.4,0.5,"","","","0.5","809"
"23","C","オオイタドリ",6,35,25,25,"","","","7","810"
"23","C","オオバノヨツバムグラ",0,0.5,0,0,"","","","0.5","808"
"23","C","オニシモツケ",0,10,0,2,"","","","5","811"
"23","C","キオン",0.5,0,0,0,"","","","0","828"
"23","C","ゴマナ",0,4,0,5,"","","","3","812"
"23","C","コミヤマカタバミ",3,4,3,3,"","","","3","813"
"23","C","サカゲイノデ",0,0,0.5,0.1,"","","","","835"
